,Time,RPM,Speed,Throttle Position,Coolant Temperature,Engine Load,Run Time,Output
0,08-07-2023 22:26,1445.5,0,16.07843137,51,0,0,0
1,08-07-2023 22:26,0,0,18.82352941,79,0,0,0
2,08-07-2023 22:26,0,0,15.68627451,79,0,0,0
3,08-07-2023 22:26,1791.5,0,21.17647059,79,30.58823529,1,0
4,08-07-2023 22:26,1258.25,5,20.78431373,79,42.74509804,3,0
5,08-07-2023 22:26,1297.75,9,25.09803922,78,59.60784314,5,0
6,08-07-2023 22:26,2132.25,14,16.07843137,78,11.37254902,7,0
7,08-07-2023 22:26,1300.75,17,25.09803922,78,63.1372549,9,0
8,08-07-2023 22:26,1729.25,22,25.49019608,78,52.94117647,11,0
9,08-07-2023 22:26,1799.25,23,16.07843137,78,16.47058824,13,0
10,08-07-2023 22:26,1195.25,15,16.8627451,78,32.94117647,15,0
11,08-07-2023 22:26,1432.75,18,23.52941176,78,49.80392157,17,0
12,08-07-2023 22:26,1711.25,22,18.43137255,78,20,18,0
13,08-07-2023 22:26,1769.5,22,25.09803922,79,49.41176471,20,0
14,08-07-2023 22:26,1921,25,16.07843137,79,17.64705882,23,0
15,08-07-2023 22:26,1285.25,25,24.31372549,79,58.82352941,25,0
16,08-07-2023 22:26,1370.25,26,23.52941176,80,51.76470588,27,0
17,08-07-2023 22:26,1523,29,19.60784314,80,27.84313725,29,0
18,08-07-2023 22:26,1562.75,30,17.64705882,80,18.82352941,31,1
19,08-07-2023 22:26,1585.5,30,23.52941176,81,43.52941176,33,1
20,08-07-2023 22:26,1665.5,31,23.52941176,81,42.35294118,35,1
21,08-07-2023 22:26,1682.75,32,16.07843137,81,14.90196078,37,1
22,08-07-2023 22:26,1688,32,22.74509804,82,36.47058824,39,1
23,08-07-2023 22:27,1770,34,22.35294118,82,34.50980392,41,1
24,08-07-2023 22:27,1777.25,34,18.03921569,83,16.8627451,43,1
25,08-07-2023 22:27,1678,32,16.07843137,83,16.07843137,45,1
26,08-07-2023 22:27,1405,27,16.07843137,83,21.17647059,47,1
27,08-07-2023 22:27,1517.25,28,25.88235294,84,60.39215686,49,1
28,08-07-2023 22:27,1729,33,16.07843137,84,21.17647059,51,1
29,08-07-2023 22:27,1030.25,25,16.07843137,84,26.2745098,53,1
30,08-07-2023 22:27,904.25,23,16.07843137,85,29.41176471,54,1
31,08-07-2023 22:27,916.25,21,20.39215686,85,39.60784314,56,1
32,08-07-2023 22:27,1866.75,24,25.88235294,85,51.76470588,58,1
33,08-07-2023 22:27,2131.5,27,21.56862745,86,25.09803922,60,1
34,08-07-2023 22:27,2042.25,28,16.07843137,86,16.8627451,62,1
35,08-07-2023 22:27,1481.75,28,20,87,28.62745098,65,2
36,08-07-2023 22:27,1453.75,27,16.07843137,87,16.07843137,67,2
37,08-07-2023 22:27,1023,23,16.07843137,87,25.09803922,69,2
38,08-07-2023 22:27,899.5,20,16.07843137,87,27.84313725,71,2
39,08-07-2023 22:27,875.75,12,16.07843137,88,28.62745098,73,2
40,08-07-2023 22:27,890.25,11,16.07843137,88,28.62745098,75,2
41,08-07-2023 22:27,953.75,12,20.78431373,88,47.84313725,77,2
42,08-07-2023 22:27,1414.5,18,22.35294118,88,34.50980392,79,2
